,headline,category,authors,date,topic
1382,"2 Of Ahmaud Arbery’s Killers Withdraw Guilty Pleas, Will Face Federal Hate Crime Trial",CRIME,Phillip Jackson,2022-02-04,killed
1383,Federal Judge Rejects Plea Deal For Man Who Killed Ahmaud Arbery After Family Outrage,CRIME,Phillip Jackson,2022-01-31,judge
1384,Bill Cosby Asks Supreme Court Not To Revive Sexual Assault Case,CRIME,"Maryclaire Dale, AP",2022-01-31,charged
1385,"Florida Gay Rights Activist Found Dead In Landfill, Prompting Homicide Probe",CRIME,Nina Golgowski,2022-01-16,suspect
1386,All Hostages Safe After Hours-Long Standoff At Texas Synagogue,CRIME,Sara Boboltz and Mary Papenfuss,2022-01-15,charged
1387,Parents In Michigan School Shooting Lose Bid To Reduce Bail,CRIME,"Ed White, AP",2022-01-07,shooting
1388,Jamal Khashoggi's Saudi Killers Reportedly Doing Easy Time In Security Compound,CRIME,Mary Papenfuss,2022-01-02,killed
1389,California Man Gets Second Life Term For Synagogue Attack,CRIME,"Elliot Spagat, AP",2021-12-28,charged
1390,Explainer: What Will Judge Chu Weigh In Sentencing Kim Potter?,CRIME,"Amy Forliti, AP",2021-12-24,judge
1391,Ex-Cop Kim Potter Found Guilty On Manslaughter Charges For Killing Daunte Wright,CRIME,Sanjana Karanth,2021-12-23,guilty
1392,Prosecution Rests In Sex-abuse Trial Of Ghislaine Maxwell,CRIME,"Larry Neumeister and Tom Hays, AP",2021-12-11,charged
1393,Pair Of Oxford Shooting Survivors File $100 Million Lawsuit Against District,CRIME,Sara Boboltz,2021-12-09,shooting
1394,Nevada Man Gets 4 Years For Scams Using Fake Trump And Biden PACS,CRIME,Mary Papenfuss,2021-12-07,charged
1395,Actor Jussie Smollett Heads To Trial To Face Charges He Lied To Police,CRIME,Mary Papenfuss,2021-11-29,charged
1396,News Crew Security Guard Dies After Being Shot While Helping Robbery Coverage,CRIME,"Daisy Nguyen, AP",2021-11-27,killed
1397,Elizabeth Holmes Takes Stand In Theranos Criminal Fraud Trial,CRIME,"Michael Liedtke and Barbara Ortutay, AP",2021-11-20,charged
1398,Police In Memphis Hunt For Suspects In Young Dolph’s Killing,CRIME,"ADRIAN SAINZ and RYAN PEARSON, AP",2021-11-18,killed
1399,North Carolina Police Detective Fired After Allegedly Planting Fake Drugs On Black Men,CRIME,Nina Golgowski,2021-11-02,police
1400,Prosecutor Seeking To Indict Robert Durst On Ex-Wife's Death: AP Source,CRIME,"Michael R. Sisak, AP",2021-10-09,charged
1401,Force Expert Says Kyle Rittenhouse's Decisions To Shoot Were Reasonable,CRIME,"Michael Tarm and Todd Richmond, AP",2021-10-05,shooting
1402,Pennsylvanian Charged With Having 'Weapons Of Mass Destruction' At His Home,CRIME,Sara Boboltz,2021-09-09,charged
1403,Ex-Marine Held Without Bond In Deadly Shooting Of Florida Family,CRIME,"Terry Spencer and Freida Frisaro, AP",2021-09-06,charged
1404,Florida Gunman In Full Body Armor Arrested After Killing 4: Police,CRIME,"Kelli Kennedy, AP",2021-09-05,police
1405,Remington Subpoenas Report Cards Of Children Killed At Sandy Hook,CRIME,Sara Boboltz,2021-09-03,charged
1406,Ex-Prosecutor Indicted For Misconduct In Ahmaud Arbery Death,CRIME,"Russ Bynum, AP",2021-09-02,charged
1407,Thousands Of Fake Vaccine Cards Seized On Way To New Orleans From China: Feds,CRIME,Nina Golgowski,2021-08-15,charged
1408,Judge: Air Force Largely At Fault For Texas Church Massacre,CRIME,Nina Golgowski,2021-07-07,judge
1409,Judge Approves Prosecution Deal For Jeffrey Epstein Prison Guards,CRIME,"LARRY NEUMEISTER, AP",2021-05-26,charged
1410,Woman Protests COVID-19 Vaccine By Speeding Car Through Vaccination Site,CRIME,David Moye,2021-05-26,suspect
1411,"2 Dead, 1 Seriously Injured In 'Targeted' Oneida Nation Casino Shooting In Wisconsin",CRIME,Mary Papenfuss,2021-05-02,shooting
1412,"Deadly California Wildfire Was Ignited To Cover Up A Murder, Sheriff Says",CRIME,Mary Papenfuss,2021-04-30,suspect
1413,Juror In Derek Chauvin Trial Says He 'Didn't See Any Remorse',CRIME,Hayley Miller,2021-04-28,charged
1414,Grim List Of Deaths At Police Hands Grows After Chauvin Verdict,CRIME,"Lindsay Whitehurst and Alanna Durkin Richer, AP",2021-04-22,police
1415,A Tennessee Teen Was Killed By Police Inside His School. Here's What We Know.,CRIME,Nina Golgowski,2021-04-19,killed
1416,Police: Indianapolis Shooter Legally Purchased 2 Semiautomatic Rifles Despite FBI Concerns,CRIME,Mary Papenfuss,2021-04-18,police
1417,9 Shot At Child's Birthday Party As Nation Faces Onslaught Of Gun Violence [UPDATE],CRIME,Nina Golgowski,2021-04-18,shooting
1418,Defense Medical Expert In Chauvin Trial: Car Exhaust Could Have Played A Role [UPDATED],CRIME,Sara Boboltz,2021-04-14,charged
1419,Home Inspector Accused Of Sex Act With Client's Elmo Doll,CRIME,David Moye,2021-04-09,charged
1420,Ex-Track And Field Coach Allegedly Tricks Students Into Sending Nude Photos,CRIME,"Alanna Durkin R, AP",2021-04-07,charged
1421,Ilhan Omar Says Derek Chauvin Trial Has ‘Unearthed So Much Trauma’ For Minneapolis,CRIME,Sanjana Karanth,2021-04-04,charged
1422,"Derek Chauvin Trial: What To Know About The Charges, Jurors And More",CRIME,Hayley Miller,2021-03-28,charged
1423,Proud Boys Boss Enrique Tarrio Accused Of Torching Black Church's BLM Banner,CRIME,Mary Papenfuss,2021-01-05,charged
1424,Nashville Bombing Suspect Told Neighbor: The World Will Never Forget Me,CRIME,"Kimberlee Kruesi, Michael Balsamo and Michael Kunzelman, AP",2020-12-28,attack
1425,Nashville Police Believe Man Responsible For Christmas Explosion Died In Blast,CRIME,Sanjana Karanth,2020-12-27,killed
1426,Pennsylvania Man Charged With Registering Dead Relatives To Vote For Trump,CRIME,Nina Golgowski,2020-12-22,charged
1427,Armed 'Sovereign Citizen' Busted In Boston After Buying Explosive Ingredients: FBI,CRIME,Mary Papenfuss,2020-11-28,charged
1428,"Family Of Black Man Killed By Philly Cops Called For Ambulance, Not Police",CRIME,"Claudia Lauer, AP",2020-10-28,killed
1429,NFL Seeks Arbitration For Flores' Racial Discrimination Suit,SPORTS,"LARRY NEUMEISTER, AP",2022-06-22,NFL
1430,Phil Mickelson Grilled On If He Cares About Being Seen As A 'Saudi Stooge',SPORTS,David Moye,2022-06-08,golf
1431,Watch 'Slowest Pitch On Record' To Make A Batter Miss In Major League Baseball,SPORTS,Ron Dicker,2022-05-27,Baseball
1432,Tom Brady Takes Batting Practice. Gronk Shags The Balls. Enough Said.,SPORTS,Ron Dicker,2022-05-25,athletics
1433,Diego Maradona's 'Hand Of God' Jersey Sells For Record Sum,SPORTS,"JILL LAWLESS, AP",2022-05-05,football
1434,NFL Network Introduces Malik Willis' 'Mom' At NFL Draft — But It Wasn't His Mom,SPORTS,Ron Dicker,2022-04-29,NFL
1435,Hope Solo Asks To Postpone Hall Of Fame Ceremony So She Can Go To Rehab,SPORTS,David Moye,2022-04-29,athletics
1436,Lucius Fox Makes Sickening Exit Just 2 Pitches Into Game,SPORTS,Ron Dicker,2022-04-25,Baseball
1437,Tatum's Layup At Buzzer Gives Celtics 115-114 Win Over Nets,SPORTS,"KYLE HIGHTOWER, AP",2022-04-17,basketball
1438,"Mike Bossy, Islanders Great And 4-Time Stanley Cup Champion, Dies At 65",SPORTS,"Stephen Whyno, AP",2022-04-15,hockey
1439,WNBA Legend Lisa Leslie: We Were Told Not To Make 'Big Fuss' Over Brittney Griner,SPORTS,Hilary Hanson,2022-03-26,basketball
1440,Tom Brady Announces He's Not Retiring After All: 'My Place Is Still On The Field',SPORTS,Josephine Harvey,2022-03-13,athletics
1441,Atlanta Falcons Player Suspended For 2022 Season After Betting On NFL Games,SPORTS,"Charles Odum, AP",2022-03-07,football
1442,"Russians Face More Sports Sanctions, But Not At Paralympics",SPORTS,"JAMES ELLINGWORTH, AP",2022-03-02,Paralympics
1443,MLB Cancels Opening Day As Labor Dispute Continues,SPORTS,"Ronald Blum, AP",2022-03-01,MLB
1444,MLB Pushes Labor-Deal Deadline To Tuesday For March 31 Start,SPORTS,"Ronald Blum, AP",2022-03-01,MLB
1445,Speedskater Bart Swings Accomplishes An Olympics First For Belgium,SPORTS,Ron Dicker,2022-02-19,Winter Olympics
1446,High Winds Cause Chaos On Penultimate Day Of Winter Olympics,SPORTS,"JAKE SEINER, AP",2022-02-19,Winter Olympics
1447,MLB Cancels Spring Games Through March 4 Due To Lockout,SPORTS,"Ronald Blum, AP",2022-02-18,MLB
1448,Olympic Snowboarder Roars Back From Injury With Some Big-Cat Energy,SPORTS,"JAKE SEINER, AP",2022-02-16,athletics
1449,Mikaela Shiffrin Sets Fastest Time In Downhill Training Session,SPORTS,"DANIELLA MATAR, AP",2022-02-16,Winter Olympics
1450,Mikaela Shiffrin Jokes About Going Through With ‘A Really Bad Idea’ In Beijing,SPORTS,"HOWARD FENDRICH, AP",2022-02-15,Winter Olympics
1451,Erin Jackson Makes History With Speedskating Gold Medal Win For U.S.,SPORTS,"Paul Newberry, AP",2022-02-13,athletics
1452,Faith Leaders Demand NFL Move Next Super Bowl From Arizona For 'Racist' Vote Crackdown,SPORTS,Mary Papenfuss,2022-02-13,Super Bowl
1453,Rams Legend Eric Dickerson Rejects Super Bowl Tickets 'In The Rafters',SPORTS,Ron Dicker,2022-02-13,Super Bowl
1454,Odell Beckham Jr. ‘On Standby’ For Baby News During Super Bowl 2022,SPORTS,Ron Dicker,2022-02-12,Super Bowl
1455,Gold-Winning Canadian Snowboarder Cops To Error That Wasn't Spotted By Judges,SPORTS,"EDDIE PELLS, AP",2022-02-12,athletics
1456,Urgent Doping Hearing To Decide Russian Figure Skater's Olympic Fate,SPORTS,"GRAHAM DUNBAR and JAMES ELLINGWORTH, AP",2022-02-11,Winter Olympics
1457,Athletes Are Taping Their Faces At Winter Olympics But Maybe They Shouldn't,SPORTS,Ron Dicker,2022-02-10,athletics
1458,Watch 15-Year-Old Skater Kamila Valieva Pull Off A Winter Olympics Stunner In Team Event,SPORTS,Ron Dicker,2022-02-06,Winter Olympics
1459,Engaged Hockey Star And Bobsledder Reunite At Winter Olympics — After 3 Months Apart,SPORTS,Ron Dicker,2022-02-05,Winter Olympics
1460,Nathan Chen Brings His A-Game In First Skate At Beijing Winter Olympics,SPORTS,Ron Dicker,2022-02-04,Winter Olympics
1461,People Are Obsessed With 1 Part Of The Canada Winter Olympic Team's Outfit,SPORTS,Lee Moran,2022-02-04,Winter Olympics
1462,U.S. Skier River Radamus Posts Sweet Message To His Mom As 2022 Olympics Kick Off,SPORTS,Carly Ledbetter,2022-02-04,Winter Olympics
1463,Olympian Released From Beijing Isolation Facility After Emotional Video Plea,SPORTS,"TIM REYNOLDS, AP",2022-02-03,athletics
1464,Joe Burrow Blasted For 'Distasteful' Joke About His Diamond Necklace,SPORTS,Ron Dicker,2022-01-31,MLB
1465,Rafael Nadal Wins Australian Open For Record 21st Major Title,SPORTS,"John Pye, AP",2022-01-30,Australian Open
1466,Winter Olympics Mascots Through The Years,SPORTS,"The Associated Press, AP",2022-01-29,Winter Olympics
1467,Tom Brady Bleeds In Playoff Defeat And Twitter's Sharks Come For Him,SPORTS,Ron Dicker,2022-01-24,athletics
1468,LeBron James Dishes On His Dream To One Day Play In The NBA With His Son,SPORTS,Kimberley Richards,2022-01-04,athletics
1469,LeBron James' Age-Defying Leap Makes Fans Jump For Joy,SPORTS,Ron Dicker,2021-12-16,athletics
1470,Zac Stacy Makes Jaw-Dropping Claim About Alleged Beating Of Ex-Girlfriend,SPORTS,Ron Dicker,2021-12-14,golf
1471,Watch Rutgers Star Ron Harper Jr. Make The Buzzer Beater Of The Year,SPORTS,Ron Dicker,2021-12-10,athletics
1472,San Francisco 49ers Player Makes Incredible 'Buttception',SPORTS,David Moye,2021-11-16,NFL
1473,Nikola Jokic Unleashes 'Nasty Cheap Shot' At Markieff Morris In Ugliest Play Of Season,SPORTS,Ron Dicker,2021-11-09,basketball
1474,High School Football Team Beats Rival So Badly Principal Apologizes,SPORTS,Ron Dicker,2021-11-03,football
1475,New Zealand 'All Whites' Soccer Team Drops Nickname,SPORTS,"Steve McMorran, AP",2021-08-23,soccer
1476,Commentator Apologizes After Racist On-Air Joke About Japanese Baseball Player,SPORTS,Josephine Harvey,2021-08-18,Baseball
1477,Caeleb Dressel Swims With His Dog Jane In Gold Medal-Worthy Video,SPORTS,Hilary Hanson,2021-08-14,athletics
1478,U.S. Women's Basketball Defeats Japan To Win 7th Straight Gold Medal,SPORTS,"DOUG FEINBERG, AP",2021-08-08,basketball
1479,Leslie Jones' Uncensored Commentary Puts Olympic Rhythmic Gymnastics On The Map,SPORTS,Ron Dicker,2021-08-07,athletics
1480,Diver Tom Daley Unboxing Condoms In The Olympic Village To Lil Nas X Is A Vibe,SPORTS,Lee Moran,2021-08-04,athletics
1481,Olympic Shooter Blames Wardrobe Malfunction For Bull's-Eye Blooper,SPORTS,Lee Moran,2021-08-03,athletics
1482,Olympic Sprint King Lamont Marcell Jacobs Reconnects With American Father He Last Saw As Infant,SPORTS,Ron Dicker,2021-08-02,athletics
1483,"Shot-Putter Raven Saunders Defends ‘X’ Gesture, In Honor Of All Who Are Oppressed",SPORTS,Nick Visser,2021-08-02,basketball
1484,MyKayla Skinner Goes From Sub To Silver Medal Winner In Olympic Vault,SPORTS,Ron Dicker,2021-08-01,athletics
1485,"NBC Cuts Short Raven Saunders' Twerking Celebration, Viewers Say",SPORTS,Ron Dicker,2021-08-01,athletics
1486,U.S. Olympic Shot Putter’s Supervillain Face Mask Is No Joke,SPORTS,Lee Moran,2021-07-31,athletics
1487,Olympic Swimmer Lilly King Says This 1 American Trait Is 'Bulls**t',SPORTS,Lee Moran,2021-07-31,athletics
1488,Elaine Thompson-Herah Wins 2nd Straight 100-Meter Gold In Blazing Time,SPORTS,Ron Dicker,2021-07-31,athletics
1489,"Novak Djokovic’s Racket Ends Up Just Like His Golden Slam Dreams, In Absolute Ruins",SPORTS,Lee Moran,2021-07-31,tennis
1490,Katie Ledecky Puts Her Up And Down Olympics In Perfect Perspective After Gold,SPORTS,Ron Dicker,2021-07-28,athletics
1491,Swimmer Wins Tokyo Olympics Gold After Beating COVID-19 Twice In 5 Months,SPORTS,Lee Moran,2021-07-27,athletics
1492,Olympic Diver Tom Daley Knitted Special Accessory For Gold Medal,SPORTS,Elyse Wanshel,2021-07-27,athletics
1493,Watch Gymnast Luciana Alvarado's BLM-Tribute Raised Fist In Olympics Routine,SPORTS,Ron Dicker,2021-07-26,athletics
1494,Australian Gold Medal Winner's Coach Has The Best Reaction To Her Stellar Swim,SPORTS,Ed Mazza,2021-07-26,athletics
1495,Diver Tom Daley Wins Gold: 'I Am A Gay Man And Also An Olympic Champion',SPORTS,Ron Dicker,2021-07-26,Australian Open
1496,"The Aerials, Slides And Wipeouts Of Skateboarding's First Olympics",SPORTS,Celeste Lavin,2021-07-25,Winter Olympics
1497,The Most Incredible Photos Of Surfing's Olympic Debut,SPORTS,Celeste Lavin,2021-07-25,Australian Open
1498,A ‘Bill Of Rights’ Aims To Keep Child Athletes Safe From Sex Abuse As Olympics Begin,SPORTS,Alanna Vagianos,2021-07-23,athletics
1499,Coco Gauff Will Miss Olympics After Testing Positive For COVID-19,SPORTS,Sanjana Karanth,2021-07-18,athletics
1500,Judge Nullifies Horse Trainer Bob Baffert’s NY Suspension,SPORTS,David Moye,2021-07-15,athletics
1501,Novak Djokovic '50-50' On Whether To Play At Tokyo Olympics,SPORTS,"MATTIAS KARÉN, Associated Press",2021-07-12,tennis
1502,MLB Places Trevor Bauer On Leave Following Sexual Assault Allegations,SPORTS,Dominique Mosbergen,2021-07-02,MLB
1503,Tom Brady’s Personalized Golf Balls Are The G.O.A.T.,SPORTS,Lee Moran,2021-06-29,golf
1504,Serena Williams Says She Won't Play At Tokyo Olympics,SPORTS,"Howard Fendrich, AP",2021-06-27,tennis
1505,"Tokyo Olympics To Allow Limit Of 10,000 Local Fans In Venues",SPORTS,"Stephen Wade, AP",2021-06-21,athletics
1506,Wimbledon Reaches Out To Naomi Osaka Over Media Operations,SPORTS,Ron Dicker,2021-06-17,tennis
1507,MLB Pitchers Could Face 10-Game Bans For Altering Balls: Commissioner,SPORTS,"Ronald Blum, AP",2021-06-15,Baseball
1508,Coco Gauff's French Open Loss Is The Wrong Kind Of Smashing Success,SPORTS,Ron Dicker,2021-06-09,golf
1509,Naomi Osaka Drops Out Of 2nd Tournament Amid Break For Mental Health,SPORTS,Hayley Miller,2021-06-07,tennis
1510,Volleyballer Makes Racist Gesture About Thai Opponent During Televised Match,SPORTS,Josephine Harvey,2021-06-04,athletics
1511,Venus Williams 'Drops The Mic' With Fiercely Honest Take On Naomi Osaka Situation,SPORTS,Josephine Harvey,2021-06-02,tennis
1512,Twins Outfielder Delivers One Of The Greatest Sports Bloopers Of All Time,SPORTS,Ed Mazza,2021-06-01,athletics
1513,"Naomi Osaka Fined $15,000 For Refusing To Speak With Press At French Open",SPORTS,Ja'han Jones,2021-05-30,tennis
1514,Cubs Star's Ordinary Ground Ball Turns Into The Adventure Of A Lifetime,SPORTS,Ed Mazza,2021-05-28,athletics
1515,Basketball Officials Probing Complaint That Jeremy Lin Was Called 'Coronavirus' On Court,SPORTS,Mary Papenfuss,2021-02-27,basketball
1516,Naomi Osaka Beats Jennifer Brady To Win Second Australian Open,SPORTS,"Ian Ransom, REUTERS",2021-02-20,Australian Open
1517,Tom Brady And Tampa Bay Buccaneers Beat Green Bay Packers To Win NFC Title,SPORTS,"Frank Schwab, Yahoo Sports",2021-01-24,football
1518,"NFL Star Drops An F-Bomb On Nickelodeon, And The Reactions Are All That",SPORTS,Bill Bradley,2021-01-11,NFL
1519,Tampa Bay Rays Headed To World Series,SPORTS,"Bernie Wilson, AP",2020-10-18,Baseball
1520,UFC Fighters Amanda Nunes And Nina Ansaroff Celebrate First Child,SPORTS,David Moye,2020-09-25,athletics
1521,"Starbucks Leaving Russian Market, Shutting 130 Stores",BUSINESS,"DEE-ANN DURBIN, AP",2022-05-23,market
1522,Crypto Crash Leaves Trading Platform Coinbase Slumped,BUSINESS,"Matt Ott, AP",2022-05-12,market
1523,"US Added 428,000 Jobs In April Despite Surging Inflation",BUSINESS,"Paul Wiseman, AP",2022-05-06,economy
1524,"For The Starbucks Union Campaign, A Bruising Contract Fight Is Just Beginning",BUSINESS,Dave Jamieson,2022-04-16,corporate
1525,Elon Musk Offers To Buy 100% Of Twitter,BUSINESS,Marita Vlachou,2022-04-14,investment
1526,Alaska Airlines Cancels Dozens Of Flights As Pilots Picket,BUSINESS,"Gillian Flaccus, AP",2022-04-01,market
1527,Starbucks Workers In Seattle Vote To Form Union,BUSINESS,Dave Jamieson,2022-03-23,corporate
1528,3 More Starbucks Stores Vote To Unionize In Another Victory For Labor Campaign,BUSINESS,Dave Jamieson,2022-03-09,economy
1529,"Shell Says It Will Stop Buying Russian Oil, Natural Gas",BUSINESS,"DANICA KIRKA, AP",2022-03-08,corporate
1530,"U.S. Added 678,000 Jobs In February As Omicron Eases",BUSINESS,"Christopher Rugaber, AP",2022-03-04,economy
1531,Another Starbucks Store Votes To Unionize,BUSINESS,Dave Jamieson,2022-02-25,market
1532,Russian Military Action In Ukraine Causes Oil Prices To Soar,BUSINESS,"Joe McDonald, AP",2022-02-24,market
1533,"Stocks Climb Back After Steep Slide On Fed, Ukraine Jitters",BUSINESS,"DAMIAN J. TROISE and ALEX VEIGA, AP",2022-01-24,stocks
1534,Holiday Sales Rise Despite Supply Issues And Omicron,BUSINESS,"Paul Wiseman and Anne D'Innocenzio, AP",2021-12-26,market
1535,Low-Profile Ransomware Attacks Continue As High-Profile Cases Slow,BUSINESS,"Eric Tucker and Alan Suderman Washington, AP",2021-12-18,technology
1536,Stores Kick Off Black Friday But Pandemic Woes Linger,BUSINESS,"ANNE D'INNOCENZIO, AP",2021-11-26,market
1537,Flight Attendants At American Airlines Subsidiary Threaten To Strike,BUSINESS,Dave Jamieson,2021-10-21,corporate
